노선번호,정류소순서,구간_이름
GMB19520,31,롯데마트앞 - 구미경찰서
GMB19520,32,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB19520,33,구미IC네거리(구미종합터미널건너방면) - 구미종합터미널건너
GMB19520,34,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB19520,35,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB19520,36,송원고가밑(구미역방면) - 금오시장 입구
GMB19520,37,금오시장 입구 - 원평동 행정복지 센터 앞
GMB19520,38,원평동 행정복지 센터 앞 - 대구은행앞
GMB19520,39,대구은행앞 - 구미역 전(국민은행)
GMB19520,40,구미역 전(국민은행) - 구미역(중앙시장)
GMB19610,1,구미역 - 농협
GMB19610,2,농협 - 금오산사거리
GMB19610,3,금오산사거리 - 원평동 행정복지센터 건너
GMB19610,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB19610,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB19610,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB19610,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB19610,8,오성예식장앞 - 강산타운아파트앞
GMB19610,9,강산타운아파트앞 - 신평파출소앞
GMB19610,10,신평파출소앞 - 신평시장
GMB19610,11,신평시장 - 신평우석아파트
GMB19610,12,신평우석아파트 - 비산사거리(금오공대아파트앞)
GMB19610,13,비산사거리(금오공대아파트앞) - 비산동행정복지센터앞
GMB19610,14,비산동행정복지센터앞 - 비산초등앞
GMB19610,15,비산초등앞 - 비산벽산A건너
GMB19610,16,비산벽산A건너 - 비산보성타운건너
GMB19610,17,비산보성타운건너 - 예일베어링건너
GMB19610,18,예일베어링건너 - 엘지연수원건너
GMB19610,19,엘지연수원건너 - 양호동빈수골(금오공대입구방면)
GMB19610,20,양호동빈수골(금오공대입구방면) - 옥계중학교건너
GMB19610,21,옥계중학교건너 - 옥계대우아파트건너
GMB19610,22,옥계대우아파트건너 - 4공단입구(옥계방면)
GMB19610,23,4공단입구(옥계방면) - 삼구트리니엔건너
GMB19610,24,삼구트리니엔건너 - 현진아파트건너
GMB19610,25,현진아파트건너 - 중흥S클래스앞
GMB19610,26,중흥S클래스앞 - 우미린아파트
GMB19610,27,우미린아파트 - 육일씨엔에스앞
GMB19610,28,육일씨엔에스앞 - 신당리(신당2리방면)
GMB19610,29,신당리(신당2리방면) - 골드디움아파트건너
GMB19610,30,골드디움아파트건너 - 우미린센트럴파크건너
GMB19610,31,우미린센트럴파크건너 - 중흥S클래스에듀포레앞
GMB19610,32,중흥S클래스에듀포레앞 - 인덕중학교건너
GMB19610,33,인덕중학교건너 - 인덕중흥S클래스건너
GMB19610,34,인덕중흥S클래스건너 - 인덕리(산동방면)
GMB19610,35,인덕리(산동방면) - 선산컨트리클럽(경운대방면)
GMB19610,36,선산컨트리클럽(경운대방면) - 송산리츠빌아파트건너(임천리입구방면)
GMB19610,37,송산리츠빌아파트건너(임천리입구방면) - 임천리입구(의우총입구방면)
GMB19610,38,임천리입구(의우총입구방면) - 의우총입구건너
GMB19610,39,의우총입구건너 - 경운대학교(구미운전면허센터)입구
GMB19610,40,경운대학교(구미운전면허센터)입구 - 경운대학교(구미운전면허센터)
GMB19620,1,경운대학교(구미운전면허센터) - 경운대학교(구미운전면허센터)출구
GMB19620,2,경운대학교(구미운전면허센터)출구 - 의우총입구
GMB19620,3,의우총입구 - 임천리입구(송산리츠빌아파트방면)
GMB19620,4,임천리입구(송산리츠빌아파트방면) - 송산리츠빌아파트앞(선산컨트리클럽방면)
GMB19620,5,송산리츠빌아파트앞(선산컨트리클럽방면) - 선산컨트리클럽(적림리방면)
GMB19620,6,선산컨트리클럽(적림리방면) - 인덕리(확장단지방면)
GMB19620,7,인덕리(확장단지방면) - 인덕중흥S클래스앞
GMB19620,8,인덕중흥S클래스앞 - 중흥S클래스에코시티
GMB19620,9,중흥S클래스에코시티 - 우미린풀하우스정문
GMB19620,10,우미린풀하우스정문 - 우미린센트럴파크앞
GMB19620,11,우미린센트럴파크앞 - 골드디움아파트
GMB19620,12,골드디움아파트 - 신당리(옥계우미린아파트건너방면)
GMB19620,13,신당리(옥계우미린아파트건너방면) - 육일씨엔에스건너
GMB19620,14,육일씨엔에스건너 - 산동호반베르디움아파트동편
GMB19620,15,산동호반베르디움아파트동편 - 중흥S클래스건너
GMB19620,16,중흥S클래스건너 - 현진아파트앞
GMB19620,17,현진아파트앞 - 삼구아파트
GMB19620,18,삼구아파트 - 4공단입구건너(인동농협옥계지점)
GMB19620,19,4공단입구건너(인동농협옥계지점) - 옥계대우아파트앞
GMB19620,20,옥계대우아파트앞 - 신나리아파트
GMB19620,21,신나리아파트 - 옥계중학교앞
GMB19620,22,옥계중학교앞 - 금오공대입구(금오공대종점방면)
GMB19620,23,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19620,24,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19620,25,금오공대입구(옥계중학교방면) - 일이삼철강 건너
GMB19620,26,일이삼철강 건너 - 양호동빈수골(엘지연수원방면)
GMB19620,27,양호동빈수골(엘지연수원방면) - 엘지연수원앞
GMB19620,28,엘지연수원앞 - 예일베어링앞
GMB19620,29,예일베어링앞 - 비산보성타운앞
GMB19620,30,비산보성타운앞 - 비산벽산A
GMB19620,31,비산벽산A - 비산초등건너
GMB19620,32,비산초등건너 - 비산동행정복지센터건너
GMB19620,33,비산동행정복지센터건너 - 비산사거리(금오공대아파트건너)
GMB19620,34,비산사거리(금오공대아파트건너) - 신평e편한세상아파트
GMB19620,35,신평e편한세상아파트 - 신평중학교입구
GMB19620,36,신평중학교입구 - 신평농협
GMB19620,37,신평농협 - 강산타운아파트건너
GMB19620,38,강산타운아파트건너 - 구미종합터미널건너
GMB19620,39,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB19620,40,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB19620,41,송원고가밑(구미역방면) - 금오시장 입구
GMB19620,42,금오시장 입구 - 원평동 행정복지 센터 앞
GMB19620,43,원평동 행정복지 센터 앞 - 대구은행앞
GMB19620,44,대구은행앞 - 구미역 전(국민은행)
GMB19620,45,구미역 전(국민은행) - 구미역(중앙시장)
GMB20-130,1,봉곡청마루출발지(종점) - 봉곡태성아파트건너
GMB20-130,2,봉곡태성아파트건너 - 봉곡영남네오빌건너
GMB20-130,3,봉곡영남네오빌건너 - 봉곡e편한세상건너
GMB20-130,4,봉곡e편한세상건너 - 도로공사도성관건너
GMB20-130,5,도로공사도성관건너 - 현대아파트앞
GMB20-130,6,현대아파트앞 - 새길도로입구(도량2동파크맨션방면)
GMB20-130,7,새길도로입구(도량2동파크맨션방면) - 도량2동파크맨션건너
GMB20-130,8,도량2동파크맨션건너 - 도량2동3주공
GMB20-130,9,도량2동3주공 - 한빛타운앞
GMB20-130,10,한빛타운앞 - 소로골네거리(롯데리아앞)
GMB20-130,11,소로골네거리(롯데리아앞) - 도량2동입구(도량성당방면)
GMB20-130,12,도량2동입구(도량성당방면) - 도량성당
GMB20-130,13,도량성당 - 구미가톨릭요양병원
GMB20-130,14,구미가톨릭요양병원 - 지산네거리
GMB20-130,15,지산네거리 - 원평동(대구은행앞방면)
GMB20-130,16,원평동(대구은행앞방면) - 대구은행앞
GMB20-130,17,대구은행앞 - 구미역 전(국민은행)
GMB20-130,18,구미역 전(국민은행) - 구미역(중앙시장)
GMB20-130,19,구미역(중앙시장) - 원평마을문화센터건너
GMB20-130,20,원평마을문화센터건너 - 미소지움아파트앞
GMB20-130,21,미소지움아파트앞 - 소로골네거리(롯데리아건너)
GMB20-130,22,소로골네거리(롯데리아건너) - 한빛타운건너
GMB20-130,23,한빛타운건너 - 도량2동 4주공
GMB20-130,24,도량2동 4주공 - 도량2동파크맨션앞
GMB20-130,25,도량2동파크맨션앞 - 새길도로입구(원호동방면)
GMB20-130,26,새길도로입구(원호동방면) - 현대아파트건너
GMB20-130,27,현대아파트건너 - 도로공사도성관앞
GMB20-130,28,도로공사도성관앞 - 봉곡e편한세상앞
GMB20-130,29,봉곡e편한세상앞 - 봉곡영남네오빌앞
GMB20-130,30,봉곡영남네오빌앞 - 봉곡태성아파트앞
GMB20-130,31,봉곡태성아파트앞 - 봉곡청마루출발지(종점)
GMB20-230,1,봉곡청마루출발지(종점) - 봉곡태성아파트건너
GMB20-230,2,봉곡태성아파트건너 - 봉곡영남네오빌건너
GMB20-230,3,봉곡영남네오빌건너 - 선주초등학교건너
GMB20-230,4,선주초등학교건너 - 봉곡동대구은행건너
GMB20-230,5,봉곡동대구은행건너 - 현대아파트앞
GMB20-230,6,현대아파트앞 - 새길도로입구(원호대우아파트방면)
GMB20-230,7,새길도로입구(원호대우아파트방면) - 원호대우아파트건너
GMB20-230,8,원호대우아파트건너 - 원호동(구미중학교방면)
GMB20-230,9,원호동(구미중학교방면) - 구미중학교앞
GMB20-230,10,구미중학교앞 - 귀빈맨션(구미여고)
GMB20-230,11,귀빈맨션(구미여고) - 도량롯데캐슬
GMB20-230,12,도량롯데캐슬 - 구미남고건너
GMB20-230,13,구미남고건너 - 구미가톨릭요양병원
GMB20-230,14,구미가톨릭요양병원 - 지산네거리
GMB20-230,15,지산네거리 - 원평동(대구은행앞방면)
GMB20-230,16,원평동(대구은행앞방면) - 대구은행앞
GMB20-230,17,대구은행앞 - 구미역 전(국민은행)
GMB20-230,18,구미역 전(국민은행) - 구미역(중앙시장)
GMB20-230,19,구미역(중앙시장) - 원평마을문화센터건너
GMB20-230,20,원평마을문화센터건너 - 원평2동산업도로(도량교방면)
GMB20-230,21,원평2동산업도로(도량교방면) - 도량교(구미남고방면)
GMB20-230,22,도량교(구미남고방면) - 구미남고앞
GMB20-230,23,구미남고앞 - 도산초등학교
GMB20-230,24,도산초등학교 - 구미여고
GMB20-230,25,구미여고 - 구미중학교건너
GMB20-230,26,구미중학교건너 - 원호동(원호대우아파트앞방면)
GMB20-230,27,원호동(원호대우아파트앞방면) - 원호대우아파트앞
GMB20-230,28,원호대우아파트앞 - 새길도로
GMB20-230,29,새길도로 - 현대아파트건너
GMB20-230,30,현대아파트건너 - 봉곡동대구은행앞
GMB20-230,31,봉곡동대구은행앞 - 선주초등학교앞
GMB20-230,32,선주초등학교앞 - 봉곡영남네오빌앞
GMB20-230,33,봉곡영남네오빌앞 - 봉곡태성아파트앞
GMB20-230,34,봉곡태성아파트앞 - 봉곡청마루출발지(종점)
GMB20-231,1,선주고등학교건너 - 도봉초등학교건너
GMB20-231,2,도봉초등학교건너 - 주공5단지건너
GMB20-231,3,주공5단지건너 - 도량2동(미소지움아파트건너방면)
GMB20-231,4,도량2동(미소지움아파트건너방면) - 미소지움아파트건너
GMB20-231,5,미소지움아파트건너 - 미광아파트건너
GMB20-231,6,미광아파트건너 - 이편한세상아파트건너
GMB20-231,7,이편한세상아파트건너 - 한국방송통신대학건너
GMB20-231,8,한국방송통신대학건너 - 축산물유통센터건너
GMB20-330,1,봉곡청마루출발지(종점) - 봉곡태성아파트건너
GMB20-330,2,봉곡태성아파트건너 - 봉곡영남네오빌건너
GMB20-330,3,봉곡영남네오빌건너 - 선주초등학교건너
GMB20-330,4,선주초등학교건너 - 봉곡동대구은행건너
GMB20-330,5,봉곡동대구은행건너 - 현대아파트앞
GMB20-330,6,현대아파트앞 - 새길도로입구(도량2동파크맨션방면)
GMB20-330,7,새길도로입구(도량2동파크맨션방면) - 도량2동파크맨션건너
GMB20-330,8,도량2동파크맨션건너 - 도량2동3주공
GMB20-330,9,도량2동3주공 - 한빛타운앞
GMB20-330,10,한빛타운앞 - 소로골네거리(롯데리아앞)
GMB20-330,11,소로골네거리(롯데리아앞) - 도량2동입구(도량성당방면)
GMB20-330,12,도량2동입구(도량성당방면) - 도량성당
GMB20-330,13,도량성당 - 구미가톨릭요양병원
GMB20-330,14,구미가톨릭요양병원 - 지산네거리
GMB20-330,15,지산네거리 - 원평동(대구은행앞방면)
GMB20-330,16,원평동(대구은행앞방면) - 대구은행앞
GMB20-330,17,대구은행앞 - 구미역 전(국민은행)
GMB20-330,18,구미역 전(국민은행) - 구미역(중앙시장)
GMB20-330,19,구미역(중앙시장) - 원평마을문화센터건너
GMB20-330,20,원평마을문화센터건너 - 미소지움아파트앞
GMB20-330,21,미소지움아파트앞 - 도량2동(선주고등학교방면)
GMB20-330,22,도량2동(선주고등학교방면) - 주공5단지앞
GMB20-330,23,주공5단지앞 - 도봉초등학교앞
GMB20-330,24,도봉초등학교앞 - 선주고등학교앞
GMB20-330,25,선주고등학교앞 - 도량2동(미소지움아파트건너방면)
GMB20-330,26,도량2동(미소지움아파트건너방면) - 도량2동입구(도량성당방면)
GMB20-330,27,도량2동입구(도량성당방면) - 도량성당
GMB20-330,28,도량성당 - 구미남고앞
GMB20-330,29,구미남고앞 - 도산초등학교
GMB20-330,30,도산초등학교 - 구미여고
GMB20-330,31,구미여고 - 구미중학교건너
GMB20-330,32,구미중학교건너 - 원호동(원호대우아파트앞방면)
GMB20-330,33,원호동(원호대우아파트앞방면) - 원호대우아파트앞
GMB20-330,34,원호대우아파트앞 - 새길도로
GMB20-330,35,새길도로 - 현대아파트건너
GMB20-330,36,현대아파트건너 - 봉곡동대구은행앞
GMB20-330,37,봉곡동대구은행앞 - 선주초등학교앞
GMB20-330,38,선주초등학교앞 - 봉곡영남네오빌앞
GMB20-330,39,봉곡영남네오빌앞 - 봉곡태성아파트앞
GMB20-330,40,봉곡태성아파트앞 - 봉곡청마루출발지(종점)
GMB2030,1,봉곡청마루출발지(종점) - 봉곡태성아파트건너
GMB2030,2,봉곡태성아파트건너 - 봉곡영남네오빌건너
GMB2030,3,봉곡영남네오빌건너 - 선주초등학교건너
GMB2030,4,선주초등학교건너 - 봉곡동대구은행건너
GMB2030,5,봉곡동대구은행건너 - 현대아파트앞
GMB2030,6,현대아파트앞 - 새길도로입구(도량2동파크맨션방면)
GMB2030,7,새길도로입구(도량2동파크맨션방면) - 도량2동파크맨션건너
GMB2030,8,도량2동파크맨션건너 - 도량2동3주공
GMB2030,9,도량2동3주공 - 한빛타운앞
GMB2030,10,한빛타운앞 - 소로골네거리(롯데리아앞)
GMB2030,11,소로골네거리(롯데리아앞) - 도량2동입구(도량성당방면)
GMB2030,12,도량2동입구(도량성당방면) - 도량성당
GMB2030,13,도량성당 - 구미가톨릭요양병원
GMB2030,14,구미가톨릭요양병원 - 지산네거리
GMB2030,15,지산네거리 - 원평동(대구은행앞방면)
GMB2030,16,원평동(대구은행앞방면) - 대구은행앞
GMB2030,17,대구은행앞 - 구미역 전(국민은행)
